0.000000000000000e+00	2.515053e-12
1.000000000000000e-02	2.520076e-12
2.000000000000000e-02	2.526798e-12
3.000000000000000e-02	2.535792e-12
4.000000000000000e-02	2.547827e-12
5.000000000000000e-02	2.563933e-12
6.000000000000000e-02	2.585483e-12
7.000000000000001e-02	2.614320e-12
8.000000000000000e-02	2.652906e-12
9.000000000000000e-02	2.704536e-12
1.000000000000000e-01	2.773619e-12
1.100000000000000e-01	2.866053e-12
1.200000000000000e-01	2.989728e-12
1.300000000000000e-01	3.155198e-12
1.400000000000000e-01	3.376580e-12
1.500000000000000e-01	3.672757e-12
1.600000000000000e-01	4.068982e-12
1.700000000000000e-01	4.599026e-12
1.800000000000000e-01	5.308045e-12
1.900000000000000e-01	6.256409e-12
2.000000000000000e-01	7.524825e-12
2.100000000000000e-01	9.221152e-12
2.200000000000000e-01	1.148953e-11
2.300000000000000e-01	1.452253e-11
2.400000000000000e-01	1.857734e-11
2.500000000000000e-01	2.399739e-11
2.600000000000000e-01	3.124109e-11
2.700000000000000e-01	4.092005e-11
2.800000000000000e-01	5.384999e-11
2.900000000000000e-01	7.111819e-11
3.000000000000000e-01	9.417309e-11
3.100000000000000e-01	1.249429e-10
3.200000000000000e-01	1.659924e-10
3.300000000000000e-01	2.207302e-10
3.400000000000000e-01	2.936812e-10
3.500000000000000e-01	3.908456e-10
3.600000000000000e-01	5.201683e-10
3.700000000000000e-01	6.921535e-10
3.800000000000000e-01	9.206642e-10
3.900000000000000e-01	1.223960e-09
4.000000000000000e-01	1.626035e-09
4.100000000000000e-01	2.158343e-09
4.200000000000000e-01	2.861996e-09
4.300000000000000e-01	3.790559e-09
4.400000000000000e-01	5.013580e-09
4.500000000000000e-01	6.621010e-09
4.600000000000000e-01	8.728703e-09
4.700000000000000e-01	1.148519e-08
4.800000000000000e-01	1.507999e-08
4.900000000000000e-01	1.975367e-08
5.000000000000000e-01	2.580992e-08
5.100000000000000e-01	3.363003e-08
5.200000000000000e-01	4.368987e-08
5.300000000000000e-01	5.657970e-08
5.400000000000000e-01	7.302700e-08
5.500000000000000e-01	9.392194e-08
5.600000000000001e-01	1.203450e-07
5.700000000000001e-01	1.535956e-07
5.800000000000000e-01	1.952179e-07
5.900000000000000e-01	2.470227e-07
6.000000000000000e-01	3.110966e-07
6.100000000000000e-01	3.897957e-07
6.200000000000000e-01	4.857163e-07
6.300000000000000e-01	6.016391e-07
6.400000000000000e-01	7.404471e-07
6.500000000000000e-01	9.050204e-07
6.600000000000000e-01	1.098116e-06
6.700000000000000e-01	1.322248e-06
6.800000000000000e-01	1.579574e-06
6.900000000000001e-01	1.871807e-06
7.000000000000001e-01	2.200160e-06
7.100000000000000e-01	2.565317e-06
7.200000000000000e-01	2.967448e-06
7.300000000000000e-01	3.406242e-06
7.400000000000000e-01	3.880967e-06
7.500000000000000e-01	4.390547e-06
7.600000000000000e-01	4.933637e-06
7.700000000000000e-01	5.508703e-06
7.800000000000000e-01	6.114094e-06
7.900000000000000e-01	6.748106e-06
8.000000000000000e-01	7.409040e-06
8.100000000000001e-01	8.095235e-06
8.200000000000001e-01	8.805107e-06
8.300000000000001e-01	9.537165e-06
8.400000000000000e-01	1.029003e-05
8.500000000000000e-01	1.106243e-05
8.600000000000000e-01	1.185323e-05
8.700000000000000e-01	1.266137e-05
8.800000000000000e-01	1.348593e-05
8.900000000000000e-01	1.432607e-05
9.000000000000000e-01	1.518106e-05
9.100000000000000e-01	1.605023e-05
9.200000000000000e-01	1.693299e-05
9.300000000000000e-01	1.782881e-05
9.400000000000001e-01	1.873723e-05
9.500000000000001e-01	1.965783e-05
9.600000000000000e-01	2.059021e-05
9.700000000000000e-01	2.153404e-05
9.800000000000000e-01	2.248900e-05
9.900000000000000e-01	2.345480e-05
1.000000000000000e+00	2.443117e-05
1.010000000000000e+00	2.541785e-05
1.020000000000000e+00	2.641462e-05
1.030000000000000e+00	2.742124e-05
1.040000000000000e+00	2.843751e-05
1.050000000000000e+00	2.946321e-05
1.060000000000000e+00	3.049816e-05
1.070000000000000e+00	3.154216e-05
1.080000000000000e+00	3.259502e-05
1.090000000000000e+00	3.365658e-05
1.100000000000000e+00	3.472665e-05
1.110000000000000e+00	3.580505e-05
1.120000000000000e+00	3.689163e-05
1.130000000000000e+00	3.798622e-05
1.140000000000000e+00	3.908865e-05
1.150000000000000e+00	4.019876e-05
1.160000000000000e+00	4.131641e-05
1.170000000000000e+00	4.244142e-05
1.180000000000000e+00	4.357365e-05
1.190000000000000e+00	4.471296e-05
1.200000000000000e+00	4.585919e-05
1.210000000000000e+00	4.701220e-05
1.220000000000000e+00	4.817185e-05
